0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
40,±è¹Î¼º,17³Ø3B,2.26,133,530,472,59,133,26,1,15,206,78,0,1,43,7,2,93,15,0,8,0.282,0.345,0.436,0.782,0.345,98.7,2.26,1.5
41,¹ÚÇØ¹Î,17»ïCF,2.22,144,638,570,96,162,25,8,7,224,54,40,12,50,1,0,78,6,8,9,0.284,0.338,0.393,0.731,0.325,85.6,2.22,1.49
42,±èÀçÈ£,17µÎSS,2.17,91,331,283,34,83,18,1,7,124,50,7,1,36,3,1,52,6,2,7,0.293,0.371,0.438,0.809,0.358,111.1,2.17,1.09
43,¿ÀÁöÈ¯,17LSS,2.15,107,390,334,47,91,13,4,8,136,39,10,5,45,5,2,105,8,1,5,0.272,0.363,0.407,0.77,0.346,101.2,2.15,-0.42
44,ÀÌ¼º¿­,17ÇÑLF,2.14,81,318,280,41,86,16,1,21,167,65,3,0,19,9,0,80,0,4,5,0.307,0.364,0.596,0.961,0.399,131.3,2.14,2.44
45,ÃÊÀÌ½º,17³ØRF,2.1,46,201,176,37,54,8,1,17,115,42,0,0,17,7,0,49,5,0,1,0.307,0.388,0.653,1.042,0.436,163.9,2.1,1.61
46,À±¼®¹Î,17³ØkDH,2.08,142,586,538,90,168,30,1,20,260,105,0,1,33,8,0,85,24,0,7,0.312,0.357,0.483,0.84,0.368,113.2,2.08,1.26
47,³ªÁÖÈ¯,17SSS,2.03,122,452,419,69,122,24,1,19,205,65,0,3,19,5,3,85,15,8,1,0.291,0.329,0.489,0.818,0.347,98.4,2.03,1.61
48,·Î¸Æ,17SRF,2.03,102,416,359,58,87,19,0,31,199,64,1,1,50,6,2,116,6,0,1,0.242,0.344,0.554,0.898,0.378,117.2,2.03,1.67
49,Á¤Çö,17kSS,1.96,124,399,350,45,105,20,3,6,149,42,4,2,18,22,0,70,14,6,3,0.3,0.369,0.426,0.795,0.355,102.4,1.96,-0.14
50,¸ðÃ¢¹Î,17NDH,1.95,136,527,474,64,148,25,3,17,230,90,9,6,39,2,2,81,6,3,9,0.312,0.361,0.485,0.846,0.367,113.7,1.95,3.24
51,Ã¤ÅÂÀÎ,17³Ø1B,1.93,109,384,342,46,110,23,1,12,171,62,0,1,34,5,2,94,9,0,3,0.322,0.388,0.5,0.888,0.39,128.6,1.93,0.77
52,°íÁ¾¿í,17³ØLF,1.82,123,453,426,70,133,24,8,8,197,54,16,4,22,3,2,92,11,0,2,0.312,0.349,0.462,0.811,0.357,104.3,1.82,0.58
53,À¯ÇÑÁØ,17kRF,1.79,133,497,445,52,136,19,0,13,194,68,0,2,45,2,2,59,10,2,3,0.306,0.37,0.436,0.806,0.359,105.5,1.79,1.32
54,¹Ú¼®¹Î,17N3B,1.73,101,382,319,43,78,15,0,14,135,56,1,2,50,13,0,92,17,0,0,0.245,0.369,0.423,0.792,0.359,107.4,1.73,-0.11
55,¹Ú°æ¼ö,17k2B,1.71,131,511,442,62,116,27,1,15,190,66,1,2,57,6,4,118,14,3,3,0.262,0.352,0.43,0.782,0.345,95.8,1.71,0.56
56,ÃÖÁøÇà,17ÇÑLF,1.66,89,289,258,29,79,21,0,13,139,50,0,2,19,10,0,77,3,1,1,0.306,0.375,0.539,0.914,0.395,130.2,1.66,1.76
57,ÀÌÁ¾¿í,17NCF,1.56,107,355,318,52,98,15,0,5,128,34,9,2,28,5,0,30,5,2,2,0.308,0.371,0.403,0.774,0.352,103.1,1.56,0.93
58,Á¤¼ºÈÆ,17L1B,1.55,115,321,276,32,86,14,0,6,118,30,4,3,36,6,2,49,4,1,2,0.312,0.4,0.428,0.828,0.375,121.2,1.55,-0.27
59,ÇÏÁÖ¼®,17ÇÑSS,1.48,111,470,432,69,123,18,8,11,190,52,7,6,23,5,0,83,6,9,1,0.285,0.328,0.44,0.767,0.333,89.3,1.48,1.11
60,ÀÌ¿ø¼®,17»ï3B,1.46,121,459,411,55,109,20,1,18,185,62,2,0,34,4,2,80,4,4,6,0.265,0.323,0.45,0.773,0.333,89.2,1.46,0.55
61,ÀÌÇüÁ¾,17LLF,1.46,128,434,377,57,100,18,0,9,145,44,11,6,40,11,0,73,7,4,2,0.265,0.351,0.385,0.736,0.334,94.2,1.46,0
62,±èµ¿¿±,17SLF,1.45,125,428,393,58,109,18,1,22,195,70,2,4,23,9,1,62,6,0,3,0.277,0.329,0.496,0.826,0.356,103.6,1.45,1.12
63,Á¶µ¿Âù,17»ï2B,1.41,122,393,353,35,102,23,0,10,155,46,3,0,22,10,0,72,8,4,4,0.289,0.345,0.439,0.784,0.345,98.2,1.41,-0.2
64,Á¤ÀÇÀ±,17SDH,1.39,112,381,349,44,112,16,0,15,173,45,0,1,19,9,0,61,11,0,4,0.321,0.368,0.496,0.863,0.379,119.7,1.39,0.69
65,Àå¿µ¼®,17³Ø1B,1.27,60,212,186,30,50,14,0,12,100,38,0,0,17,9,0,50,4,0,0,0.269,0.359,0.538,0.896,0.386,128.2,1.27,1.09
66,³ë¼ö±¤,17KSCF,1.25,131,425,382,72,109,18,3,6,151,39,16,9,25,9,2,84,3,4,5,0.285,0.34,0.395,0.735,0.327,87,1.25,0.2
67,¹Ú¼¼Çõ,17µÎC,1.19,97,237,201,41,57,8,0,5,80,26,2,1,19,5,0,44,1,8,4,0.284,0.354,0.398,0.752,0.329,91.4,1.19,0.25
68,ÀÌ½Â¿±,17»ïDH,1.16,135,533,472,65,132,30,5,24,244,87,1,1,47,6,6,85,7,0,8,0.28,0.347,0.517,0.864,0.367,111.1,1.16,1.93
69,¾ç¼®È¯,17L3B,1.15,132,496,445,62,117,27,3,14,192,83,3,7,38,6,2,93,13,2,5,0.263,0.326,0.431,0.757,0.331,93.5,1.15,-0.65
70,¹éÁø¿ì,17LLF,1.1,52,122,101,15,33,9,0,4,54,18,1,0,12,4,0,18,4,3,2,0.327,0.412,0.535,0.946,0.404,143,1.1,0.5
71,¿ÀÁ¤º¹,17kLF,1.04,81,213,195,24,69,13,0,2,88,16,0,1,9,5,0,24,5,3,1,0.354,0.395,0.451,0.847,0.378,117.7,1.04,0.37
72,°­ÇÑ¿ï,17»ïSS,1.03,135,448,412,58,125,9,3,0,140,24,12,7,26,0,0,57,4,9,1,0.303,0.344,0.34,0.684,0.312,77.9,1.03,-1.46
73,¹Úµ¿¿ø,17³ØC,0.92,103,284,256,33,69,9,0,11,111,39,2,1,17,3,0,56,9,6,2,0.27,0.32,0.434,0.754,0.325,86.6,0.92,-0.26
74,¹è¿µ¼·,17»ïLF,0.91,92,244,218,39,66,11,1,6,97,26,1,0,19,3,1,44,5,3,1,0.303,0.365,0.445,0.81,0.357,106.3,0.91,-0.09
75,ÀÌÇØÃ¢,17kC,0.9,114,283,254,33,69,11,0,11,113,44,1,4,19,1,1,50,5,6,2,0.272,0.323,0.445,0.767,0.327,84,0.9,0
76,¿À¼±Áø,17ÇÑ2B,0.89,65,209,184,23,57,11,0,2,74,21,3,5,15,4,0,22,5,4,2,0.31,0.371,0.402,0.773,0.346,99,0.89,-0.26
77,¾ÈÀÍÈÆ,17LCF,0.89,108,248,219,38,70,5,0,1,78,16,3,2,18,4,0,28,3,5,2,0.32,0.379,0.356,0.735,0.337,93.6,0.89,0.99
78,±è¼ºÈÆ,17»ï2B,0.82,47,166,151,27,48,4,2,0,56,18,4,2,12,1,0,16,2,1,1,0.318,0.37,0.371,0.741,0.341,97.1,0.82,0.12
79,È÷¸Þ³×½º,17L3B,0.82,51,198,181,29,50,6,1,7,79,30,3,5,13,3,0,19,8,0,1,0.276,0.333,0.436,0.77,0.341,100.6,0.82,-0.31
80,ÃÖÁØ¼®,17·ÔDH,0.8,125,464,409,43,119,15,0,14,176,82,0,0,49,1,0,89,24,0,5,0.291,0.364,0.43,0.795,0.356,104.4,0.8,2.51
81,ÀÌÃµ¿õ,17LLF,0.8,75,266,232,35,66,14,0,2,86,27,8,3,24,6,2,45,10,4,0,0.284,0.366,0.371,0.737,0.335,93,0.8,2.38
82,¼ÕÁÖÀÎ,17L2B,0.76,115,334,294,48,82,13,0,5,110,33,4,0,20,5,0,41,10,9,6,0.279,0.329,0.374,0.703,0.31,77.3,0.76,-0.87
83,½É¿ìÁØ,17k3B,0.73,103,303,286,38,82,15,2,4,113,26,18,5,8,4,0,58,4,4,1,0.287,0.314,0.395,0.71,0.314,74.8,0.73,-0.41
84,ÀÌ»óÈ£,17N2B,0.73,95,241,227,33,76,8,0,0,84,15,12,2,7,2,0,15,7,5,0,0.335,0.36,0.37,0.73,0.331,90,0.73,-0.47
85,±è¹®È£,17·ÔLF,0.71,131,448,390,49,114,17,1,2,139,35,9,4,37,13,4,73,5,7,1,0.292,0.372,0.356,0.728,0.333,89.6,0.71,0.35
86,Á¤ÁøÈ£,17µÎRF,0.67,97,224,198,43,56,11,2,5,86,31,1,1,19,1,1,32,2,4,2,0.283,0.346,0.434,0.78,0.339,98.1,0.67,0.67
87,±èÅÂ±º,17NC,0.66,132,420,362,33,96,19,0,3,124,34,0,1,16,22,0,43,11,18,2,0.265,0.333,0.343,0.676,0.301,69.5,0.66,-1.47
88,È²Áø¼ö,17·Ô3B,0.65,60,133,117,18,34,6,2,1,47,16,4,0,10,3,0,38,2,2,1,0.291,0.359,0.402,0.761,0.341,94.5,0.65,-0.5
89,ÀÌÈ£ÁØ,17NDH,0.63,77,187,164,13,49,10,0,7,80,36,1,0,18,1,2,41,2,1,3,0.299,0.366,0.488,0.853,0.367,113.3,0.63,0.99
90,±èÀçÀ²,17L1B,0.62,75,198,181,21,55,9,0,6,82,28,0,1,10,2,0,35,8,4,1,0.304,0.345,0.453,0.798,0.347,103.9,0.62,-0.1
91,¾ç¼º¿ì,17ÇÑRF,0.6,118,417,358,42,99,26,1,2,133,40,4,4,38,12,0,51,8,7,2,0.277,0.363,0.372,0.735,0.335,91.4,0.6,-0.16
92,¹ÚÁ¤±Ç,17S1B,0.59,118,345,305,37,78,14,1,16,142,51,1,1,30,5,0,78,4,0,5,0.256,0.328,0.466,0.793,0.344,96.3,0.59,0.28
93,±è¼º¿í,17NCF,0.58,124,347,308,60,76,18,4,6,120,31,10,4,24,9,1,59,4,1,5,0.247,0.315,0.39,0.705,0.313,79.1,0.58,-1.13
94,¼­µ¿¿í,17K1B,0.58,125,366,319,49,90,21,1,7,134,48,1,1,33,3,0,86,5,8,3,0.282,0.352,0.42,0.772,0.339,93.9,0.58,1.08
95,¿ÀÅÂ°ï,17·Ôk1B,0.58,135,410,374,53,106,29,1,9,164,42,15,9,16,6,0,93,7,8,6,0.283,0.318,0.439,0.757,0.326,82.8,0.58,0.32
96,±èÅÂ¿Ï,17³ØDH,0.57,46,100,90,14,28,5,0,4,45,7,0,0,9,1,0,24,2,0,0,0.311,0.38,0.5,0.88,0.388,128.4,0.57,-0.26
97,ÃÖ¿øÁØ,17K3B,0.56,72,174,156,27,48,15,0,3,72,27,3,2,10,2,0,20,2,3,3,0.308,0.351,0.462,0.812,0.352,102.7,0.56,0.33
98,Á¤ÈÆ,17·Ô2B,0.55,68,136,109,16,27,8,2,1,42,6,3,1,18,5,0,28,4,3,1,0.248,0.376,0.385,0.761,0.344,96.8,0.55,-0.69
99,±èÇå°ï,17»ïLF,0.54,123,404,356,51,94,13,2,9,138,47,11,2,29,8,0,45,11,8,3,0.264,0.331,0.388,0.718,0.318,80.5,0.54,-0.51
100,ÇãÁ¤Çù,17³ØRF,0.53,83,266,228,35,54,9,0,9,90,39,1,2,24,12,1,73,2,1,1,0.237,0.34,0.395,0.734,0.331,89.8,0.53,0
101,¿ÀÀç¿ø,17µÎ2B,0.52,127,390,334,43,79,16,1,7,118,40,7,7,47,2,1,85,5,4,3,0.237,0.332,0.353,0.685,0.311,79.1,0.52,0.56
102,±è¼ºÇö,17S2B,0.47,130,429,380,45,103,14,0,4,129,29,2,1,34,4,1,28,8,7,3,0.271,0.335,0.339,0.674,0.306,72.6,0.47,-1.13
103,±è¿ø¼®,17ÇÑRF,0.47,78,212,195,29,54,12,2,7,91,26,0,0,10,5,0,59,3,2,0,0.277,0.329,0.467,0.795,0.345,97.2,0.47,1.11
104,ÃÖ°æÃ¶,17»ïC,0.43,25,39,32,5,10,2,0,2,18,7,0,0,3,3,0,10,0,0,1,0.313,0.41,0.563,0.973,0.419,146.6,0.43,0.27
105,ÀÌÅÃ±Ù,17³ØRF,0.42,100,269,241,27,67,15,1,3,93,29,0,0,25,1,1,58,9,1,1,0.278,0.347,0.386,0.733,0.332,87.7,0.42,-0.45
106,·ùÁöÇõ,17µÎSS,0.41,125,330,297,60,77,13,4,3,107,26,7,5,21,4,0,55,2,8,0,0.259,0.317,0.36,0.677,0.301,70.7,0.41,0.01
107,Á¶¿ëÈ£,17SCF,0.4,68,225,191,34,52,7,1,0,61,10,11,2,25,3,0,39,4,6,0,0.272,0.365,0.319,0.685,0.318,81.7,0.4,-0.72
108,±èÈ£·É,17KCF,0.38,98,105,90,31,24,6,1,1,35,11,3,2,9,2,0,23,0,3,1,0.267,0.343,0.389,0.732,0.323,83.1,0.38,-0.46
109,¹ÚÇåµµ,17·ÔLF,0.38,56,130,113,19,29,4,0,4,45,13,0,0,14,3,0,27,3,0,0,0.257,0.354,0.398,0.752,0.343,95.3,0.38,0.12
110,Çã°æ¹Î,17µÎ3B,0.38,130,422,369,50,95,22,1,3,128,40,8,4,29,10,0,48,15,12,2,0.257,0.327,0.347,0.674,0.302,71.8,0.38,-1.46
111,ÃÖÀçÈÆ,17µÎÇÑC,0.38,104,309,269,22,69,10,0,1,82,16,0,2,26,8,0,36,10,6,0,0.257,0.34,0.305,0.645,0.302,69.2,0.38,-0.67
112,Áö¼®ÈÆ,17NSS,0.37,121,304,268,29,64,16,0,6,98,24,1,0,22,10,0,67,8,2,2,0.239,0.318,0.366,0.684,0.309,74.8,0.37,-1.48
113,·Î´Ï,17L1B,0.34,23,93,79,7,22,5,0,3,36,12,0,0,11,1,1,14,1,0,2,0.278,0.366,0.456,0.821,0.359,112.9,0.34,0.06
114,Àå¼º¿ì,17kC,0.34,118,348,294,28,68,11,1,8,105,46,0,4,43,2,1,59,13,4,5,0.231,0.329,0.357,0.686,0.309,72.5,0.34,-0.58
115,ÀÌ¿ë±Ô,17ÇÑCF,0.32,57,200,179,32,47,8,1,0,57,12,10,3,17,2,0,20,4,1,1,0.263,0.332,0.318,0.65,0.304,70.8,0.32,-0.26
116,ÃÖÇ×,17S3B,0.3,37,116,106,14,34,8,0,1,45,16,0,1,3,3,0,29,1,2,2,0.321,0.351,0.425,0.775,0.341,97.6,0.3,0.09
117,ÀÌÀç¿ø,17SC,0.3,114,350,314,32,76,15,0,9,118,42,0,1,16,8,0,55,9,8,4,0.242,0.292,0.376,0.668,0.291,61.9,0.3,-0.03
118,±è°æ¾ð,17ÇÑRF,0.27,38,118,105,17,26,7,0,5,48,17,1,0,12,1,0,27,1,0,0,0.248,0.331,0.457,0.788,0.346,96.7,0.27,0.63
119,ÀÌ¼º¿ì,17SC,0.27,64,125,111,6,31,5,0,1,39,14,0,0,6,1,0,17,2,7,0,0.279,0.322,0.351,0.673,0.292,63.5,0.27,0.14
120,Á¤»óÈ£,17LC,0.25,79,150,137,16,36,3,0,3,48,17,0,0,4,5,0,32,8,4,0,0.263,0.308,0.35,0.659,0.293,66.3,0.25,-0.53
121,±ÇÁ¤¿õ,17»ïC,0.22,60,112,99,11,21,3,0,6,42,11,0,0,8,1,0,31,4,4,0,0.212,0.278,0.424,0.702,0.294,62.1,0.22,-0.45
122,¹ÚÇÑÀÌ,17»ïLF,0.22,68,134,118,14,31,9,0,4,52,14,0,0,13,0,2,33,2,2,1,0.263,0.333,0.441,0.774,0.331,88.1,0.22,0.47
123,°­Áø¼º,17N,0.21,28,32,27,5,8,3,0,1,14,5,0,0,4,1,0,4,1,0,0,0.296,0.406,0.519,0.925,0.408,139.7,0.21,-0.14
124,±è¿ëÀÇ,17LCF,0.2,60,189,164,17,44,6,2,0,54,8,9,4,19,0,0,49,2,6,0,0.268,0.344,0.329,0.674,0.306,71.9,0.2,-0.3
125,±èÈ¸¼º,17ÇÑ1B,0.18,54,103,85,10,20,4,0,3,33,13,0,0,13,2,0,24,3,1,2,0.235,0.343,0.388,0.731,0.328,85.1,0.18,0.6
126,ÀÌ¿ì¹Î,17·ÔCF,0.17,104,215,185,35,47,5,1,4,66,21,2,4,15,10,2,38,6,5,0,0.254,0.343,0.357,0.7,0.314,76.4,0.17,-0.18
127,ÀÌ´ë¼ö,17SSS,0.17,58,124,105,18,29,5,1,0,36,4,3,0,10,2,0,20,1,7,0,0.276,0.35,0.343,0.693,0.306,74.2,0.17,0.15
128,Á¤¹ü¸ð,17ÇÑC,0.16,22,50,43,5,11,2,0,1,16,3,0,0,5,0,0,15,0,2,0,0.256,0.333,0.372,0.705,0.31,73.7,0.16,0.02
129,ÀÌÈ«±¸,17KSC,0.15,53,110,101,14,19,3,0,10,52,18,0,0,5,2,0,43,2,1,1,0.188,0.239,0.515,0.753,0.305,66.6,0.15,-0.41
130,Á¤Áø±â,17SLF,0.13,90,212,197,37,46,5,1,11,86,35,4,0,9,4,0,55,1,2,0,0.234,0.281,0.437,0.718,0.308,70.9,0.13,1.79
131,ÀÌÁø¿µ,17KLF,0.12,18,8,5,3,2,0,0,0,2,0,0,1,1,2,0,1,0,0,0,0.4,0.625,0.4,1.025,0.512,209.4,0.12,-0.19
132,¼Û¼º¹®,17³Ø2B,0.11,38,90,77,11,21,0,1,1,26,8,0,1,10,1,0,16,0,1,1,0.273,0.36,0.338,0.697,0.323,82.7,0.11,0.29
133,±èÁ¤Çõ,17»ï3B,0.1,31,91,84,15,23,5,0,0,28,13,3,1,4,2,0,18,1,0,1,0.274,0.319,0.333,0.652,0.301,70.7,0.1,0.45
134,ÀÓº´¿í,17³ØCF,0.09,21,46,42,10,10,3,0,1,16,7,2,0,3,0,0,14,2,0,1,0.238,0.283,0.381,0.664,0.292,62.2,0.09,-0.36
135,±èÁø°ï,17kLF,0.09,28,40,39,9,11,1,0,2,18,8,1,0,1,0,0,11,0,0,0,0.282,0.3,0.462,0.762,0.33,86.1,0.09,-0.44
136,³ë°üÇö,17K,0.08,9,6,6,0,3,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0.5,0.5,0.5,1,0.464,175,0.08,-0.03
137,¹ÚÀ±,17³Ø1B,0.08,9,18,16,2,5,1,0,0,6,0,0,0,2,0,0,4,0,0,0,0.313,0.389,0.375,0.764,0.357,103.8,0.08,0.02
138,±èÅÂ¿ì,17NC,0.07,3,7,7,0,3,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0.429,0.429,0.429,0.857,0.397,135.2,0.07,0.08
139,ÇãµµÈ¯,17ÇÑC,0.06,30,49,40,4,9,3,0,1,15,4,0,0,4,2,0,10,2,3,0,0.225,0.326,0.375,0.701,0.301,67.5,0.06,0.16
140,Â÷ÀÏ¸ñ,17ÇÑC,0.06,52,112,92,7,19,3,0,1,25,7,1,1,13,3,0,21,5,4,0,0.207,0.324,0.272,0.596,0.28,53.7,0.06,-1.11
141,¹®±ÔÇö,17·ÔSS,0.06,110,337,304,38,82,15,2,6,119,42,2,1,10,2,1,42,10,18,3,0.27,0.295,0.391,0.686,0.286,57.9,0.06,-0.8
142,±è°­·ü,17µÎP,0.05,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0.927,487.9,0.05,0.02
143,±èÁÖ¼º,17L3B,0.05,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.927,486.1,0.05,0
144,¹®¼±Àç,17LLF,0.05,35,107,92,17,24,6,1,2,38,14,0,3,10,1,0,24,0,2,2,0.261,0.333,0.413,0.746,0.326,88.2,0.05,0.31
